LOINC_NUM,LOINC_LONG_COMMON_NAME,IEEE_CF_CODE10,IEEE_REFID,IEEE_DESCRIPTION,IEEE_DIM,IEEE_UOM_UCUM
75923-3,Fresh gas.air flow Gas delivery system,152876,MDC_FLOW_AIR_FG,Flow of Air component of Fresh Gas,,L/min
75924-1,Fresh gas.nitrous oxide flow Gas delivery system,153092,MDC_FLOW_N2O_FG,Flow of Nitrous Oxide component of Fresh Gas,,L/min
75925-8,Fresh gas.oxygen flow Gas delivery system,153156,MDC_FLOW_O2_FG,Flow of Oxygen component of Fresh Gas,,L/min
75926-6,Heater type Infant microenvironment,184337,MDC_MICROENV_HEATER_TYPE,"Incubator or warmer heater currently being used.  This may include radiant, convective or none (no heat).",,
75927-4,Heater power Infant microenvironment,184300,MDC_MICROENV_HEATER_APPLIED_PWR,The heater power is the percentage of power (or actual power in watts) necessary to maintain the set temperature of the incubator or warmer.,1 L2MT-3,% W
75928-2,Hemoglobin [Moles/volume] in Arterial blood,159764,MDC_CONC_HB_ART,,NL-3,mmol/L
75929-0,Relative humidity Infant microenvironment.incubator,184292,MDC_REL_HUMIDITY_MICROENV,Measured relative humidity inside the infant incubator,1,%
75930-8,Relative humidity setting Infant microenvironment.incubator,16961508,MDC_REL_HUMIDITY_MICROENV_SETTING,,1,%
75931-6,Inspiration/Expiration time Ratio,151832,MDC_RATIO_IE,Ratio of durations of inspiratory and expiratory phases,1,{unitless} 1
75932-4,Inspiratory time percent,152640,MDC_RATIO_INSP,"Inspiratory time divided by the total respiratory cycle time, expressed as a percent.",1,%
75933-2,Left atrial pressure Diastolic,150066,MDC_PRESS_BLD_ATR_LEFT_DIA,Diastolic pressure of the blood in the left atrium of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75934-0,Nitrogen dioxide [VFr/PPres] Airway adaptor,152044,MDC_CONC_AWAY_NO2,Measured partial pressure of nitrogen dioxide in airway gas,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
75935-7,Nitrogen dioxide [VFr/PPres] Airway adaptor --during expiration,152132,MDC_CONC_AWAY_NO2_EXP,Partial pressure of nitrogen dioxide in airway gas measured during expiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
75936-5,Nitrogen dioxide [VFr/PPres] Airway adaptor --during inspiration,152188,MDC_CONC_AWAY_NO2_INSP,Partial pressure of nitrogen dioxide in airway gas measured during inspiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
75937-3,Nitrogen dioxide [VFr/PPres] Airway adaptor --at end expiration,152104,MDC_CONC_AWAY_NO2_ET,Partial pressure of nitrogen dioxide in airway gas measured at the end of expiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
75938-1,Oxygen/Gas total Infant microenvironment.incubator,184288,MDC_CONC_O2_MICROENV,The oxygen concentration inside the incubator micro-environment.,1,%
75939-9,Oxygen gas setting Infant microenvironment.incubator,16961504,MDC_CONC_O2_MICROENV_SETTING,,1,%
75940-7,Potassium [Mass/volume] in Blood,160016,MDC_CONC_K_GEN,,ML-3,mg/dL
75941-5,Total power of power spectrum on EEG,154040,MDC_EEG_PWR_SPEC_TOT,"Total power of spectrum of EEG measured between two electrodes, Position 1 and Position 2 at head surface. A list attribute is used. See also EEG.",L2MT-3 [Bel] L2MT-3 [Bel],nW dB[10.nV] pW dB dB[10.nV]
75942-3,Airway pressure --during inspiration,151816,MDC_PRESS_AWAY_INSP,Pressure of gas in airway during inspiration,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
75943-1,Airway pressure --during respiratory pause,151788,MDC_PRESS_RESP_PAUSE,Pressure in airway during pause between expiration and inspiration,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
75944-9,Pupil reaction [Time] Left eye,153892,MDC_TIME_PD_PUPIL_REACT_LEFT,"Reaction of pupils to light, left eye",,s
75945-6,Pupil reaction [Time] Right eye,153896,MDC_TIME_PD_PUPIL_REACT_RIGHT,"Reaction of pupils to light, right eye",,s
75946-4,Airway resistance,151840,MDC_RES_AWAY,Resistance to gas flow within the airway,L-4MT-3 L-4MT-1,cm[H2O].s/L cm[H2O]/(L/s) mbar.s/L mbar/(L/s)
75947-2,Airway resistance --during expiration,151844,MDC_RES_AWAY_EXP,Resistance to gas flow in airway during expiration,L-4MT-3 L-4MT-1,cm[H2O].s/L cm[H2O]/(L/s) mbar.s/L mbar/(L/s)
75948-0,Airway resistance --during inspiration,151848,MDC_RES_AWAY_INSP,Resistance to gas flow within the airway during inspiration,L-4MT-3 L-4MT-1,cm[H2O].s/L cm[H2O]/(L/s) mbar.s/L mbar/(L/s)
75949-8,Response entropy [Score] Cerebral cortex Electroencephalogram (EEG),153648,MDC_EEG_ENTROPY_RESPONSE,"A computed EEG variable used for assessing the depth of anesthesia based on the irregularity of the FEMG signal in the 0.8 to 47 Hz frequency band. Typical values for patients undergoing general anesthesia are between 40 and 60, and at these levels of entropy response, the probability of patient accidental awareness is low.  The overall display range for RE is 0 to 100.",1,{unitless} 1
75950-6,Signal quality index EEG device Calculated,153636,MDC_EEG_SIGNAL_QUALITY_INDEX,"EEG Signal Quality Index, an indication of overall signal quality for calculating processed EEG variables such as BIS and interpreting EEG results.",1,%
75951-4,Skin temperature setting Infant microenvironment,16927604,MDC_TEMP_SKIN_SETTING,,Q Q,Cel [degF]
75952-2,SNAP index Cerebral cortex Electroencephalogram (EEG),153656,MDC_EEG_SNAP_INDEX,"A computed EEG variable used to help assess the level of consciousness while under anesthesia based on the high- and low-frequency EEG.  Index values range from 0 to 100, with 0 reflecting no measurable cortical activity and 100 reflecting the awake state.",1,{unitless} 1
75953-0,Spike count Cerebral cortex Electroencephalogram (EEG),154028,MDC_EEG_NUM_SPK,"Spikes, as determined out of the EEG",1,{unitless} 1 {count}
75954-8,State entropy [Score] Cerebral cortex Electroencephalogram (EEG),153652,MDC_EEG_ENTROPY_STATE,"A computed EEG variable used for assessing the depth of anesthesia based on the irregularity of the EEG signal in the 0.8 to 32 Hz frequency band.  Typical values for patients undergoing general anesthesia are between 40 and 60, and at these levels of entropy state, the probability of patient accidental awareness is low.  The overall display range of SE is 0 to 91.",1,{unitless} 1
75955-5,Temperature Infant microenvironment.incubator,184296,MDC_TEMP_MICROENV,Compartment probe (incubator air) temperature,Q Q,Cel [degF]
75956-3,Temperature sensor [Resistance] Infant microenvironment,184304,MDC_MICROENV_HEATER_HEAT_SINK_RESIST,Incubator heater heat sink and fin assembly temperature sensor resistance,,Ohm
75957-1,Temperature setting Infant microenvironment.incubator,16961512,MDC_TEMP_MICROENV_SETTING,,Q Q,Cel [degF]
75958-9,Tidal volume expired Respiratory system airway,152664,MDC_VOL_AWAY_TIDAL_EXP,"Volume of expired gas for each breath, breath type(s) not specified. [This term may be used with legacy devices and systems where the breath types are unknown; otherwise, the more precise term MDC_VOL_AWAY_TIDAL_EXP_BTSD_PSAZC should be used.]",L3,mL
75959-7,Volume expired per minute Respiratory system,151884,MDC_VOL_MINUTE_AWAY_EXP,"Volume of gas per minute leaving the patient's airway during expiratory phases. [This term may be used with legacy devices and systems where the breath types are unknown; otherwise, the more precise term MDC_VOL_MINUTE_AWAY_EXP_BTSD_PSAZC should be used.]",L3T-1 ,mL/min L/min
75960-5,Inspired minute Volume,151888,MDC_VOL_MINUTE_AWAY_INSP,Volume of gas per minute entering the patient's airway during inspiratory phases,L3T-1 ,mL/min L/min
75961-3,Temperature control mode Infant microenvironment,184340,MDC_MICROENV_HEATER_CNTRL_MODE,Specifies the manner in which the temperature of an infant incubator or radiant warmer is controlled.  For closed beds (incubators) the temperature is controlled based on patient sensor or air temperature.  For open beds (open incubator or warmer) the temperature is controlled based on patient sensor or manually set temperature.,,
75984-5,Air delivered during case [Volume] from Gas delivery system,152880,MDC_VOL_DELIV_AIR_CASE,"Volume (gas) of air delivered during a case, to a single patient during a single procedure.",L3 ,mL L
75985-2,Air delivered.total [Volume] in Reporting period from Gas delivery system,152884,MDC_VOL_DELIV_AIR_TOTAL,Total volume (gas) of air delivered (potentially across multiple cases),L3 ,mL L
75986-0,Velocity index Aorta Non-invasive impedance cardiography (NI-ICG),150632,MDC_VELOCITY_INDEX,Peak velocity of blood flow in the aorta.,T-1,/(1000.s)
75987-8,Venous blood temperature,150396,MDC_TEMP_VEN,,Q Q,Cel [degF]
75988-6,Left ventricular End diastolic volume,150528,MDC_VOL_VENT_L_END_DIA,Volume of the left ventricle at the end of diastolic phase (maximum volume),L3,mL
75989-4,Left ventricular End systolic volume,150532,MDC_VOL_VENT_L_END_SYS,Volume of the left ventricle at the end of systolic phase (minimum volume),L3,mL
75990-2,Energy expended Reporting Period by Indirect calorimetry,152812,MDC_RESP_EXPENDED_ENERGY,"Expended energy measurement (or estimate) using indirect calorimetry based on O2 consumption and CO2 production by patient, measured over a period of time.",L2MT-3,kcal/d
75991-0,Oxygen extraction ratio,152856,MDC_O2_EXTRACTION_RATIO,The (estimated) ratio (fraction) of oxygen that is consumed divided by the oxygen that is delivered.,1,%
75992-8,Transcutaneous monitor Heater power,188488,MDC_POWER_TCUT,Transcutaneous sensor heater power,L2MT-3,mW
75993-6,Femoral artery Blood pressure,150648,MDC_PRESS_BLD_ART_FEMORAL,Pressure of the blood in the femoral artery.,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75994-4,Pulmonary artery wedge pressure,150052,MDC_PRESS_BLD_ART_PULM_OCCL,Pressure of the blood measured by a catheter wedged into a small branch of the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75994-4,Pulmonary artery wedge pressure,150052,MDC_PRESS_BLD_ART_PULM_WEDGE,Pressure of the blood measured by a catheter wedged into a small branch of the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75995-1,Diastolic blood pressure by Continuous non-invasive monitoring,150026,MDC_PRESS_BLD_NONINV_DIA_CTS,"Pressure of the blood, obtained continuously and noninvasively (i.e., fingertip), at the diastolic phase",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75996-9,Mean blood pressure by Continuous non-invasive monitoring,150027,MDC_PRESS_BLD_NONINV_MEAN_CTS,"Pressure of the blood, obtained continuously and noninvasively (i.e., fingertip), as computed by averaging on one cycle",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75997-7,Systolic blood pressure by Continuous non-invasive monitoring,150025,MDC_PRESS_BLD_NONINV_SYS_CTS,"Pressure of the blood, obtained continuously and noninvasively (i.e., fingertip), at the systolic phase",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
75998-5,Oxygen gas delivered during case [Volume] from Gas delivery system,153148,MDC_VOL_DELIV_O2_CASE,"Volume (gas) of oxygen delivered during a case, to a single patient during a single procedure.",L3 ,mL L
75999-3,Oxygen gas delivered.total [Volume] in Reporting period from Gas delivery system,153152,MDC_VOL_DELIV_O2_TOTAL,Total volume (gas) of oxygen delivered (potentially across multiple cases),L3 ,mL L
76000-9,Paced heart rate by EKG,147626,MDC_ECG_PACED_BEAT_RATE,,T-1,/min 1/min {beat}/min {beats}/min
76001-7,Physiological dead space [Volume] Respiratory system,151872,MDC_VOL_AWAY_DEADSP,Volume of gas in airway per breath not involved in respiratory gas exchange with no ventilator and no airway device.  It includes both alveolar and anatomical dead space.,L3,mL
76002-5,Physiological dead space/Tidal volume Respiratory system,151836,MDC_RATIO_AWAY_DEADSP_TIDAL,Ratio of dead space in respiratory tract to tidal volume,1 1,{unitless} 1 %
76003-3,Pressure Respiratory system airway --during inspiration on ventilator,151972,MDC_VENT_PRESS_AWAY,"Airway pressure, primarily during an inspiratory phase",LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76004-1,Airway occlusion pressure,151964,MDC_VENT_PRESS_OCCL, The negative airway pressure generated when briefly occluded during inspiration,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76005-8,Transcutaneous monitor sensor temperature,188492,MDC_TEMP_TCUT,Transcutaneous sensor temperature,Q Q,Cel [degF]
76006-6,Temperature difference,188440,MDC_TEMP_DIFF,"Difference between two temperatures, usually core temperature and peripheral temperature",Q Q,Cel {delta}Cel [degF] {delta}[degF]
76007-4,Tidal volume expired Respiratory system airway --on ventilator,151868,MDC_VOL_AWAY_TIDAL,Volume of gas leaving the patient through the patient connection port during an expiratory phase.,L3 ,mL L
76008-2,Expired minute Volume during Mechanical ventilation,152000,MDC_VENT_VOL_MINUTE_EXP,Volume of gas per minute exhaled by the patient.,L3T-1 ,mL/min L/min
76009-0,Inspired minute Volume during Mechanical ventilation,152004,MDC_VENT_VOL_MINUTE_INSP,Total volume of gas breathed in during 1 min during mechanical ventilation,L3T-1 ,mL/min L/min
76010-8,Nasal temperature,188504,MDC_TEMP_NASAL,Nasal temperature,Q Q,Cel [degF]
76011-6,Ear temperature,188428,MDC_TEMP_EAR,Ear temperature,Q Q,Cel [degF]
76012-4,Desflurane liquid delivered during case [Volume] from Gas delivery system,152900,MDC_VOL_DELIV_DESFL_LIQUID_CASE,"Volume (liquid) of desflurane delivered during a case, to a single patient during a single procedure.",L3,mL {liquid}mL
76013-2,Desflurane liquid delivered.total [Volume] in Reporting period from Gas delivery system,152904,MDC_VOL_DELIV_DESFL_LIQUID_TOTAL,Total volume (liquid) of desflurane delivered,L3,mL {liquid}mL
76014-0,Enflurane liquid delivered during case [Volume] from Gas delivery system,152916,MDC_VOL_DELIV_ENFL_LIQUID_CASE,"Volume (liquid) of enflurane delivered during a case, to a single patient during a single procedure.",L3,mL {liquid}mL
76015-7,Enflurane liquid delivered.total [Volume] in Reporting period from Gas delivery system,152920,MDC_VOL_DELIV_ENFL_LIQUID_TOTAL,Total volume (liquid) of enflurane delivered,L3,mL {liquid}mL
76016-5,Halothane liquid delivered during case [Volume] from Gas delivery system,152932,MDC_VOL_DELIV_HALOTH_LIQUID_CASE,"Volume (liquid) of halothane delivered during a case, to a single patient during a single procedure.",L3,mL {liquid}mL
76017-3,Halothane liquid delivered.total [Volume] in Reporting period from Gas delivery system,152936,MDC_VOL_DELIV_HALOTH_LIQUID_TOTAL,Total volume (liquid) of halothane delivered,L3,mL {liquid}mL
76018-1,Sevoflurane liquid delivered during case [Volume] from Gas delivery system,152980,MDC_VOL_DELIV_SEVOFL_LIQUID_CASE,"Volume (liquid) of sevoflurane delivered during a case, to a single patient during a single procedure.",L3,mL {liquid}mL
76019-9,Sevoflurane liquid delivered.total [Volume] in Reporting period from Gas delivery system,152984,MDC_VOL_DELIV_SEVOFL_LIQUID_TOTAL,Total volume (liquid) of sevoflurane delivered,L3,mL {liquid}mL
76047-0,ST amplitude.lead V1,131843,MDC_ECG_AMPL_ST_V1,,ML2I-1T-3 ML2I-1T-3,mV uV
76048-8,ST amplitude.lead V2,131844,MDC_ECG_AMPL_ST_V2,,ML2I-1T-3 ML2I-1T-3,mV uV
76049-6,ST amplitude.lead V3,131845,MDC_ECG_AMPL_ST_V3,,ML2I-1T-3 ML2I-1T-3,mV uV
76050-4,ST amplitude.lead V4,131846,MDC_ECG_AMPL_ST_V4,,ML2I-1T-3 ML2I-1T-3,mV uV
76051-2,ST amplitude.lead V5,131847,MDC_ECG_AMPL_ST_V5,,ML2I-1T-3 ML2I-1T-3,mV uV
76052-0,ST amplitude.lead V6,131848,MDC_ECG_AMPL_ST_V6,,ML2I-1T-3 ML2I-1T-3,mV uV
76053-8,ST amplitude.lead I,131841,MDC_ECG_AMPL_ST_I,,ML2I-1T-3 ML2I-1T-3,mV uV
76054-6,ST amplitude.lead II,131842,MDC_ECG_AMPL_ST_II,,ML2I-1T-3 ML2I-1T-3,mV uV
76055-3,ST amplitude.lead III,131901,MDC_ECG_AMPL_ST_III,,ML2I-1T-3 ML2I-1T-3,mV uV
76056-1,ST amplitude.lead aVF,131904,MDC_ECG_AMPL_ST_AVF,,ML2I-1T-3 ML2I-1T-3,mV uV
76057-9,ST amplitude.lead aVL,131903,MDC_ECG_AMPL_ST_AVL,,ML2I-1T-3 ML2I-1T-3,mV uV
76058-7,ST amplitude.lead aVR,131902,MDC_ECG_AMPL_ST_AVR,,ML2I-1T-3 ML2I-1T-3,mV uV
76059-5,Anesthetic agent.XXX Airway adaptor,152456,MDC_CONC_AWAY_AGENT,Concentration of agent in airway gas,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76092-6,Maximum gradient during systole [Pressure] Aortic valve,150565,MDC_GRAD_PRESS_BLD_AORT_POS_MAX,Peak blood pressure gradient across aortic valve during SEP,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76093-4,Nitric oxide [VFr/PPres] Airway adaptor,153096,MDC_CONC_AWAY_NO,Measured partial pressure of nitric oxide in airway gas,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76094-2,Xenon [VFr/PPres] Airway adaptor,153172,MDC_CONC_AWAY_XE,Measured partial pressure of xenon in airway gas,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76095-9,Carbon dioxide [VFr/PPres] in Gas delivery system.expiratory limb --during expiration,153024,MDC_CONC_GASDLV_CO2_EXP,Concentration of carbon dioxide in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76096-7,Carbon dioxide [VFr/PPres] in Gas delivery system.inspiratory limb --during inspiration,153028,MDC_CONC_GASDLV_CO2_INSP,Concentration of carbon dioxide in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76097-5,Helium [VFr/PPres] Gas delivery system.expiratory limb --during expiration,153060,MDC_CONC_GASDLV_HE_EXP,Concentration of helium in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76098-3,Helium [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,153064,MDC_CONC_GASDLV_HE_INSP,Concentration of helium in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76099-1,Nitric oxide [VFr/PPres] Gas delivery system.expiratory limb --during expiration,153116,MDC_CONC_GASDLV_NO_EXP,Concentration of nitric oxide in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76100-7,Nitric oxide [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,153120,MDC_CONC_GASDLV_NO_INSP,Concentration of nitric oxide in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76101-5,Nitrogen dioxide [VFr/PPres] Gas delivery system.expiratory limb --during expiration,152160,MDC_CONC_GASDLV_NO2_EXP,Concentration of nitrogen dioxide in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76102-3,Nitrogen dioxide [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,152220,MDC_CONC_GASDLV_NO2_INSP,Concentration of nitrogen dioxide in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76103-1,Nitrogen [VFr/PPres] Gas delivery system.expiratory limb --during expiration,153084,MDC_CONC_GASDLV_N2_EXP,Concentration of nitrogen in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76104-9,Nitrogen [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,153088,MDC_CONC_GASDLV_N2_INSP,Concentration of nitrogen in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76105-6,Oxygen [VFr/PPres] Gas delivery system.expiratory limb --during expiration,153140,MDC_CONC_GASDLV_O2_EXP,Concentration of oxygen in airway gas measured during expiration in the system or circuit conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76106-4,Oxygen [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,153144,MDC_CONC_GASDLV_O2_INSP,Concentration of oxygen in airway gas measured during inspiration in the system or circuit conducting gas to the patient,1 LMT-2L-2 LMT-2L-2 L3L-3 LMT-2L-2,% kPa mm[Hg] %{vol} mbar
76107-2,Sevoflurane [VFr/PPres] Gas delivery system.expiratory limb --during expiration,152152,MDC_CONC_GASDLV_SEVOFL_EXP,Concentration of sevoflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76108-0,Xenon [VFr/PPres] Gas delivery system.expiratory limb --during expiration,153192,MDC_CONC_GASDLV_XE_EXP,Concentration of xenon in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76109-8,Xenon [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,153196,MDC_CONC_GASDLV_XE_INSP,Concentration of xenon in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76110-6,Helium [VFr/PPres] Gas delivery system,153056,MDC_CONC_GASDLV_HE,Concentration of helium in airway gas in the system conducting gas to and from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76111-4,Nitric oxide [VFr/PPres] Gas delivery system,153112,MDC_CONC_GASDLV_NO,Concentration of nitric oxide in airway gas in the system conducting gas to and from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76112-2,Nitrogen [VFr/PPres] Gas delivery system,153080,MDC_CONC_GASDLV_N2,Concentration of nitrogen in airway gas in the system conducting gas to and from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76113-0,Nitrogen dioxide [VFr/PPres] Gas delivery system,152072,MDC_CONC_GASDLV_NO2,Concentration of nitrogen dioxide in airway gas in the system conducting gas to and from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76114-8,Xenon [VFr/PPres] Gas delivery system,153188,MDC_CONC_GASDLV_XE,Concentration of xenon in airway gas in the system conducting gas to and from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76115-5,Nitric oxide [VFr/PPres] Airway adaptor --at end expiration,153100,MDC_CONC_AWAY_NO_ET,Partial pressure of nitric oxide in airway gas measured at the end of expiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76116-3,Xenon [VFr/PPres] Airway adaptor --at end expiration,153176,MDC_CONC_AWAY_XE_ET,Partial pressure of xenon in airway gas measured at the end of expiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76117-1,Nitric oxide [VFr/PPres] Airway adaptor --during expiration,153104,MDC_CONC_AWAY_NO_EXP,Partial pressure of nitric oxide in airway gas measured during expiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76118-9,Xenon [VFr/PPres] Airway adaptor --during expiration,153180,MDC_CONC_AWAY_XE_EXP,Partial pressure of xenon in airway gas measured during expiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76119-7,Helium gas delivered during case [Volume] from Gas delivery system,153068,MDC_VOL_DELIV_HE_CASE,"Volume of helium gas delivered during a case, to a single patient during a single procedure.",L3 ,mL L
76120-5,Nitric oxide [VFr/PPres] Airway adaptor --during inspiration,153108,MDC_CONC_AWAY_NO_INSP,Partial pressure of nitric oxide in airway gas measured during inspiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76121-3,Xenon [VFr/PPres] Airway adaptor --during inspiration,153184,MDC_CONC_AWAY_XE_INSP,Partial pressure of xenon in airway gas measured during inspiration,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76122-1,Helium gas delivered.total [Volume] in Reporting period from Gas delivery system,153072,MDC_VOL_DELIV_HE_TOTAL,Total of helium gas delivered (potentially across multiple cases),L3 ,mL L
76123-9,Nitric oxide gas delivered.total [Volume] in Reporting period from Gas delivery system,153128,MDC_VOL_DELIV_NO_TOTAL,Total volume of nitric oxide gas delivered (potentially across multiple cases),L3 ,mL L
76124-7,Xenon gas delivered during case [Volume] from Gas delivery system,153200,MDC_VOL_DELIV_XE_CASE,"Volume of xenon gas delivered during a case, to a single patient during a single procedure.",L3 ,mL L
76125-4,Xenon gas delivered.total [Volume] in Reporting period from Gas delivery system,153204,MDC_VOL_DELIV_XE_TOTAL,Total volume of xenon gas delivered (potentially across multiple cases),L3 ,mL L
76126-2,Premature ventricular contractions [#],148065,MDC_ECG_V_P_C_CNT,,1,{beat} 1 {beats}
76127-0,Argon [VFr/PPres] Gas delivery system,153008,MDC_CONC_GASDLV_AR,Concentration of argon in airway gas in the system conducting gas to and from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76128-8,Argon [VFr/PPres] Gas delivery system.inspiratory limb --during inspiration,153016,MDC_CONC_GASDLV_AR_INSP,Concentration of argon in airway gas measured during inspiration in the system conducting gas to the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76129-6,Argon [VFr/PPres] Gas delivery system.expiratory limb --during expiration,153012,MDC_CONC_GASDLV_AR_EXP,Concentration of argon in airway gas measured during expiration in the system conducting gas from the patient,1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2,% %{vol} kPa mm[Hg] mbar
76130-4,Isoflurane liquid delivered during case [Volume] from Gas delivery system,152948,MDC_VOL_DELIV_ISOFL_LIQUID_CASE,"Volume (liquid) of isoflurane delivered during a case, to a single patient during a single procedure.",L3,mL {liquid}mL
76131-2,Isoflurane liquid delivered.total [Volume] in Reporting period from Gas delivery system,152952,MDC_VOL_DELIV_ISOFL_LIQUID_TOTAL,Total volume (liquid) of isoflurane delivered,L3,mL {liquid}mL
76151-0,Airway pressure backup setting Ventilator,16929940,MDC_VENT_PRESS_AWAY_BACKUP_SETTING,,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76152-8,Airway pressure delta setting Ventilator,16929936,MDC_VENT_PRESS_AWAY_DELTA_SETTING,,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
